voltage_ratio,response_efficiency,correlation,response_delay,capacitor_id,cycle
34.63631864621828,1.303725668557319,0.9988363052647772,0,ES12C1,1
1.9836455357259701,3.9221225902224575,0.7244614465092301,0,ES12C1,6
3.2886978500317903,10.749869669615594,0.7749067246319135,0,ES12C1,11
4.695069286681678,21.861941484297635,0.8019776272590695,0,ES12C1,16
6.215727563548135,38.225838947075836,0.8176953626368895,0,ES12C1,21
7.862626698067116,60.993906073087594,0.8279100177018549,0,ES12C1,26
9.644507922064083,91.46215228344387,0.8344139715859813,0,ES12C1,31
11.57050542978905,131.10961780048478,0.839046547914815,0,ES12C1,36
13.64756755084888,181.5314537401925,0.8427009743746839,0,ES12C1,41
15.882519640530916,244.4291084505028,0.8465012884310912,0,ES12C1,46
23.066341684812265,481.08402413311694,0.935174736100531,0,ES12C1,51
50.49471102474002,1910.2596174846074,0.951219548141559,0,ES12C1,56
83.70644691363351,3743.958191976248,0.9066428934362327,0,ES12C1,61
113.40466361818248,4930.424283184106,0.8863416671078456,0,ES12C1,66
136.40822546360494,5557.819622932599,0.8781213648292044,0,ES12C1,71
153.94276197745864,5926.374261228029,0.874702675023515,0,ES12C1,76
167.7563036450707,6155.05798065142,0.8730918719264097,0,ES12C1,81
178.50723820937168,6283.753103485244,0.8727331414850843,0,ES12C1,86
186.34542331758573,6359.491906947034,0.8729255645769619,0,ES12C1,91
192.68797216743943,6400.80616271413,0.8736409880792063,0,ES12C1,96
203.82099603457783,5440.246591367962,0.8092108631596477,0,ES12C1,101
-2.352438997508707,5.526878212529776,0.4501329636030003,0,ES12C1,106
-1.6220582462083575,2.630507019484468,0.49621208995928434,0,ES12C1,111
-0.8170750484864835,0.6738982817506748,0.5260612257976586,0,ES12C1,116
-0.0218309854420472,0.0067568144115434095,0.5240718520145906,0,ES12C1,121
-0.06944408713724723,0.054691580017383806,0.9313459595581758,0,ES12C1,126
-0.2467415343351193,0.31264104801921266,0.9919042646830841,0,ES12C1,131
-0.5691802193778549,0.7468088884491326,0.9987881648519094,0,ES12C1,136
-1.0198153723090804,1.0037656142421543,0.9996352959336541,0,ES12C1,141
-1.5569110910028732,1.1076160556357846,0.999769431721339,0,ES12C1,146
-2.168707079195058,1.1532396918365972,0.9997930584451783,0,ES12C1,151
-2.8498849066446152,1.175975305180185,0.9998072397066774,0,ES12C1,156
-3.5649026332942326,1.1868304434415808,0.9998029584224465,0,ES12C1,161
-4.52087194888546,1.1969667023228348,0.999811844485386,0,ES12C1,166
-5.686228972529205,1.2040873943387567,0.9998117777481753,0,ES12C1,171
-6.553553299806762,1.2046653361833988,0.9998128233821869,0,ES12C1,176
-7.14668976030227,1.201571049501706,0.9998127973306186,0,ES12C1,181
-7.543018067014276,1.1979190522758998,0.999812188736747,0,ES12C1,186
-7.478197174662673,1.191784080321464,0.9998122648794351,0,ES12C1,191
-7.495891507760587,1.1868800705358218,0.9998128641876352,0,ES12C1,196
12.832489816129304,1.2336950161656854,0.9987666058683866,0,ES12C2,1
1.9960533314345057,3.9721325877396048,0.7114424036447671,0,ES12C2,6
3.3147916748194097,10.924277605895151,0.7629031062411787,0,ES12C2,11
4.73774320621628,22.269060862373884,0.7897533754108544,0,ES12C2,16
6.278391608700921,39.01690313260682,0.8048014688076887,0,ES12C2,21
7.949004980655258,62.37129853701748,0.8145843316571594,0,ES12C2,26
9.758541132537646,93.68806607010737,0.8209186010441983,0,ES12C2,31
11.716475049597076,134.51760208816663,0.8255538428723005,0,ES12C2,36
13.829637604973483,186.5269169421725,0.8293396367223086,0,ES12C2,41
16.105338890525346,251.51102724203426,0.83326777637463,0,ES12C2,46
19.250273087489745,354.45129638053083,0.8139376047581469,0,ES12C2,51
42.85673991357057,1509.2808566442493,0.960851527729878,0,ES12C2,56
75.43828718306152,3442.463858792188,0.9867722015107826,0,ES12C2,61
105.89768280510823,4874.964102278046,0.9916084668379098,0,ES12C2,66
129.65073350629524,5659.193073403307,0.9928875054136979,0,ES12C2,71
147.5014869632233,6112.068059294678,0.9933507504741328,0,ES12C2,76
161.32933045969085,6387.720855892329,0.9935343450693938,0,ES12C2,81
172.0533117184799,6545.75823426101,0.993673280128542,0,ES12C2,86
179.94557242504135,6635.822560575778,0.9937421113777547,0,ES12C2,91
186.32086530970554,6688.907717811146,0.993812641059867,0,ES12C2,96
197.85435760285193,5477.256544773499,0.9040636573094908,0,ES12C2,101
-2.3757503609416037,5.636562242157802,0.5030286569956763,0,ES12C2,106
-1.6441731497536485,2.701540407253927,0.5705764456147764,0,ES12C2,111
-0.8360201869459833,0.703505444553648,0.6112817805984734,0,ES12C2,116
-0.01592886217718401,0.006033542152860906,0.6096007839304359,0,ES12C2,121
-0.05020156184076237,0.04972597599108757,0.9491687586255432,0,ES12C2,126
-0.1970690317405924,0.2878222573173345,0.9943138544505199,0,ES12C2,131
-0.4682132585679654,0.7038538807251392,0.9991391573655511,0,ES12C2,136
-0.8552343535507981,0.9549297730857975,0.9996986592548147,0,ES12C2,141
-1.3307949746027052,1.0557474222158665,0.9997763050484897,0,ES12C2,146
-1.8883029312526918,1.0989688350031035,0.9997891065939525,0,ES12C2,151
