vl_mean,vl_std,vl_min,vl_max,vl_range,vl_median,vl_q25,vl_q75,vo_mean,vo_std,vo_min,vo_max,vo_range,vo_median,vo_q25,vo_q75,voltage_ratio,voltage_ratio_std,response_efficiency,signal_attenuation,vl_trend,vo_trend,vl_cv,vo_cv,cycle_number,cycle_normalized,voltage_ratio_mean_last_5,voltage_ratio_std_last_5,voltage_ratio_trend_last_10,degradation_rate,capacitor_id,rul
0.0020083053610885494,0.12577844750426004,-0.39096588334126076,0.3289064463526632,0.719872329693924,-0.0007824496738475921,-0.10362241847321611,0.10689566627547854,0.06956030442557146,0.12566561365095144,-0.32442226453135087,0.4214609278917637,0.7458831924231146,0.06679351951235092,-0.03637708704275082,0.17464835612902432,34.63631864621828,16.042556441963917,1.0361326052638389,0.0008970841630461246,1.2836299141766045e-07,1.498968687397337e-07,62.62914492051404,1.8065707832749909,1.0,0.005,0.0,0.0,0.0,0.0,ES12C1,199.0
1.919867104783916,0.14197173566865584,-0.15201693080068968,2.2979652692705095,2.449982200071199,1.9180673228633642,1.814623750029885,2.0263509058222153,1.911044739973253,0.1786834073026551,0.3057139462402678,2.4122979333983685,2.1065839871581007,1.913227312737993,1.7861910192625945,2.0390545351697553,0.9954047002583255,1.7494069110941162,0.8598364457900475,-0.2585843686498255,-9.386260305221435e-08,2.1341600737908275e-07,0.07394873078188137,0.09350037891062454,2.0,0.01,0.0,0.0,0.0,0.0,ES12C1,198.0
1.8573701994682212,0.136867269331668,-0.14778238768484306,2.2864725739420195,2.4342549616268627,1.8545491761256652,1.7517110703017107,1.963438226094041,2.3039741196522434,0.1696817453938895,1.7374341889843412,2.8998758587302533,1.1624416697459121,2.3039695081662814,2.1824235340990152,2.425001562745908,1.2404495992839166,3.6111780993649347,0.4775348877050366,-0.23975400563229443,-7.550314787395359e-08,3.802255974659511e-07,0.07368873979503608,0.07364741814873375,3.0,0.015,0.0,0.0,0.0,0.0,ES12C1,197.0
1.8018949543582443,0.12740453848278926,1.4480330370043906,2.2550162340779325,0.8069831970735419,1.7976855775664984,1.695451075776655,1.9065727645594603,2.6757281301356888,0.16689070098287265,2.1084867942223786,3.2809828761810347,1.172496081958656,2.674839606580858,2.555666932327628,2.7950861960750957,1.4849523406810723,0.07921764080001142,1.4529374170498426,-0.3099274403432455,2.0698226002400806e-08,5.225491771805103e-07,0.07070586338822685,0.062372069532493746,4.0,0.02,0.0,0.0,0.0,0.0,ES12C1,196.0
1.749963677718796,0.12719228733106333,1.3978239866237563,2.1793980620268045,0.7815740754030482,1.7456619891327032,1.6434274873428598,1.8545491761256652,3.032450457471855,0.1645433551929606,2.4680770309872964,3.611882706226595,1.1438056752392987,3.0315930036351437,2.914394026130954,3.1503175065993143,1.73286479947108,0.08963024606888606,1.4634641951877077,-0.2936582763440505,1.0083794223765387e-08,6.507318999996246e-07,0.07268281562098916,0.054260855206234734,5.0,0.025,0.0,0.0,0.0,0.0,ES12C1,195.0
1.701600104973075,0.12700971119996027,1.3518494793589684,2.120114458404952,0.7682649790459835,1.697265613829816,1.595032975015386,1.8061546637981918,3.375371451820682,0.16253992361439418,2.8089621837160834,3.9343115870650482,1.1253494033489648,3.3742897642843865,3.2584490506425285,3.491940227787295,1.9836455357259701,0.10346513420241878,1.464793312258489,-0.2797440611332169,-3.143315207032359e-09,7.619726923991485e-07,0.07464133954197776,0.04815467747311775,6.0,0.03,0.0,0.0,0.0,0.0,ES12C1,194.0
1.6562656884503328,0.12681638140915652,1.3070840431378166,2.063250859845785,0.7561668167079683,1.6518965735745528,1.5496620717847094,1.760783760567515,3.705743126190041,0.16056672126798394,3.1389888372785704,4.25432232581623,1.1153334885376598,3.704437187765696,3.590285454066065,3.8205843899467156,2.2374086186964846,0.12021598457288647,1.474983381832797,-0.2661354904137845,-1.208119126689641e-08,8.660959051122432e-07,0.07656765595851406,0.0433291557995997,7.0,0.035,0.0,0.0,0.0,0.0,ES12C1,193.0
1.6133283607270084,0.12662331738483787,1.2635295409357143,2.008807266349304,0.7452777254135896,1.6089456754065619,1.5067130365921322,1.7178347253749378,4.024460892145102,0.1591780021154832,3.4563435256948942,4.559209430157186,1.1028659044622922,4.023236992497827,3.909449892343439,4.1387805906447355,2.494508241540844,0.13929003277100124,1.4798052683652394,-0.25709865610062965,-2.079836407779542e-08,9.614081631081706e-07,0.07848576921301877,0.03955262739070593,8.0,0.04,0.0,0.0,0.0,0.0,ES12C1,192.0
1.5724557371915608,0.12650803186129986,1.224207718874045,1.9622272920749917,0.7380195732009467,1.5678111782671456,1.465576676477302,1.6773038322696325,4.332738662931624,0.15787143706820533,3.7664592146670177,4.854416514247399,1.0879572995803812,4.331182925928502,4.218359700761331,4.4466913040824885,2.7553962635984828,0.1606440306642087,1.4741577853574814,-0.24791631602720288,-3.12381086183264e-08,1.046272569549833e-06,0.08045252331696527,0.03643687038382004,9.0,0.045,0.0,0.0,0.0,0.0,ES12C1,191.0
1.5334549274106137,0.12635043274094657,1.1848877597877896,1.9174618558538397,0.7325740960660501,1.5284893562054762,1.4268603214251576,1.6379820102079632,4.631091626046884,0.15677863420115468,4.0633009272455665,5.142365446124969,1.0790645188794024,4.629382125073418,4.517469466008245,4.744469221455728,3.0200376569704126,0.18384963903174187,1.4729766240357374,-0.24082388006216293,-3.809572100279364e-08,1.126723561271738e-06,0.08239592209880041,0.033853494350959634,10.0,0.05,0.0,0.0,0.0,0.0,ES12C1,190.0
1.4960731506372804,0.1262007885488695,1.149196876807856,1.8763273587144231,0.7271304819065671,1.4909839351723817,1.3893549003920629,1.6010820561843935,4.9201325539911105,0.1556859326268415,4.351697759825684,5.4278943729398526,1.0761966131141687,4.918540127994624,4.806627468929451,5.0328660540358445,3.2886978500317903,0.20896544986078577,1.4800598240529474,-0.23363676580003512,-4.3164136356958424e-08,1.2006004581658717e-06,0.08435469114268371,0.03164262972967106,11.0,0.055,0.0,0.0,0.0,0.0,ES12C1,189.0
1.4601898750031153,0.1260087514648905,1.1135059938279221,1.8315619224932713,0.7180559286653492,1.4552930521924479,1.3530585504026043,1.5647857061949348,5.200316893978088,0.15480152909968067,4.6334557461496075,5.701325137416721,1.0678693912671138,5.198402449030558,5.087316385618963,5.312814290498719,3.561397721626438,0.2357469491186536,1.487167431723547,-0.22849823762290544,-5.2047518670631436e-08,1.2661145524729327e-06,0.08629614108550208,0.02976771074834674,12.0,0.06,0.0,0.0,0.0,0.0,ES12C1,188.0
1.4257077263206888,0.1258402637864451,1.0808387199447853,1.794660105494288,0.7138213855495026,1.4208112402561501,1.3191822054758313,1.530303894258637,5.472249451647245,0.15399182123596702,4.9073708637225115,5.966892282671422,1.0595214189489104,5.470286683182351,5.359271349816825,5.584317646963159,3.8382687774088384,0.26424574007523494,1.4842948675925232,-0.22370866527501865,-5.276271343451858e-08,1.3336224127172917e-06,0.08826512016681004,0.028140497357921564,13.0,0.065,0.0,0.0,0.0,0.0,ES12C1,187.0
1.392441287828046,0.12571647552982984,1.0463569080084874,1.760783760567515,0.7144268525590276,1.387540362338902,1.2859113275585834,1.4964275493318642,5.736111771709621,0.15325939408800124,5.16861587420866,6.226408483781702,1.0577926095730419,5.733992411299859,5.623533848777661,5.847719608418192,4.11946401033318,0.2947303312813879,1.4806170929663434,-0.21908758133802486,-5.602318717475587e-08,1.3927658365436376e-06,0.09028493813618854,0.02671834165503421,14.0,0.07,0.0,0.0,0.0,0.0,ES12C1,186.0
1.3602783284475009,0.12558630990677647,1.0118769590476036,1.7238838065439452,0.7120068474963417,1.3548730884557652,1.2538495206849714,1.464971209467777,5.992399660756078,0.15258116168410862,5.424431635111658,6.478061065669812,1.0536294305581544,5.99048500331334,5.8803868823013286,6.10360673342215,4.405274667277294,0.3270169856394584,1.4798023842931762,-0.21495059292187668,-5.830822904454745e-08,1.4486258328743446e-06,0.0923239805269186,0.025462447487165273,15.0,0.075,0.0,0.0,0.0,0.0,ES12C1,185.0
1.3293442283799992,0.12547918872267758,0.9816296902271524,1.6881929235640116,0.7065632333368592,1.324022215601203,1.2229986478304091,1.43351486960369,6.241363258094489,0.15186933743865616,5.6736104078178675,6.723060962354805,1.0494505545369375,6.239112113129241,6.129619459126754,6.352366940919565,4.695069286681678,0.36120362239496584,1.485288938090845,-0.21031494532773576,-6.398482495347155e-08,1.4965098333714925e-06,0.09439179562662438,0.02433271885620425,16.0,0.08,0.0,0.0,0.0,0.0,ES12C1,184.0
1.29938215525107,0.1254077840609211,0.9780006141208306,1.6639947359125677,0.6859941217917371,1.2937749467807516,1.192751379009958,1.4038730677927638,6.483370316132275,0.15144884384030635,6.059746739310531,6.962615381904901,0.9028686425943704,6.481086537742023,6.37167403620311,6.594210130826245,4.989579308852014,0.3972749821320236,1.3161463253302843,-0.20765106388240562,-7.638057908217032e-08,1.5347206702687995e-06,0.09651339565817685,0.023359585594465136,17.0,0.085,0.0,0.0,0.0,0.0,ES12C1,183.0
1.2703324030522565,0.1253823047561709,0.9519878884162261,1.6434274873428598,0.6914395989266338,1.2653440789888752,1.1637150442085566,1.3748367329913624,6.718821192996462,0.1509696056222123,6.294445655068934,7.195515253276464,0.9010695982075303,6.716406414176272,6.606974963208926,6.8295300072604945,5.289026066605085,0.4356708812020989,1.3031790478970524,-0.20407425845138705,-9.194183406658506e-08,1.565656887652811e-06,0.09870039090155616,0.02246965669804986,18.0,0.09,0.0,0.0,0.0,0.0,ES12C1,182.0
1.242302590227314,0.12531543743043058,0.9519878884162261,1.619834766700941,0.6678468782847149,1.2375168152311098,1.1352823134412664,1.346404002224072,6.947952382563999,0.15050679337305323,6.524921201798419,7.424786048541706,0.899864846743287,6.945677209441514,6.836244629384179,7.058273438055827,5.592801976926312,0.4757804608547591,1.3474119233056574,-0.20102356468737326,-1.0839253348339646e-07,1.5924644853565477e-06,0.10087352181041546,0.021662035818027843,19.0,0.095,0.0,0.0,0.0,0.0,ES12C1,181.0
