response_efficiency,voltage_ratio,peak_voltage_ratio,rms_voltage_ratio,waveform_correlation,vo_variability,vl_variability,response_delay,response_delay_normalized,residual_energy_ratio,vo_complexity,capacitor_id,cycle,efficiency_degradation_rate,voltage_ratio_deviation,correlation_shift,peak_voltage_ratio_deviation,degradation_score_corr,degradation_score_vo_var,degradation_score_vl_var,degradation_score_residual,degradation_score,degradation_stage,decision_score,is_anomaly_pred,is_anomaly_true
1.303725668557319,34.63631864621828,1.0779992471207132,1.1418080699300206,0.9988363052647772,1.059816777136643,1.1652050007061177,0,0.0,0.001780491185085,0.1764615526480463,ES12C1,1,,,,,0.995651476807537,0.9001805909965926,0.9618969346235088,0.0,0.7144322506069096,Severe,-3.865809004022339,1,1
0.9940567609051962,0.9954047002583256,1.049753869502194,0.997023952021814,0.5721395708629274,0.0935003789106245,0.0739464968864403,0,0.0,0.0058296129539112,0.1896617878028489,ES12C1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059708433845784,0.0014927108461446,Normal,0.3944806307540323,0,0
1.5387058909934526,1.2404495992839166,1.2682749365896346,1.2404458436358483,0.6176416417384907,0.0736474181487337,0.0736876511952518,0,0.0,0.0033367121001945,0.1841731610846923,ES12C1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022666741117217,0.0005666685279304,Normal,0.2780164972725987,0,0
2.202650084579009,1.4849523406810723,1.4549708452642764,1.4841327718836372,0.6899144761553213,0.0623720695324937,0.0707058633882268,0,0.0,0.0020306743341624,0.1835002794376149,ES12C1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003260494154311,8.151235385777726e-05,Normal,0.4075754231001256,0,0
2.9958350658633752,1.73286479947108,1.657284536110674,1.7308480770603107,0.7086891291102064,0.0542608552062347,0.0726828156209891,0,0.0,0.0014612220867817,0.1829814489592312,ES12C1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,0.42998716397885817,0,0
3.9221225902224575,1.98364553572597,1.8557071631052369,1.9804349497578704,0.7244614465092301,0.0481546774731177,0.0746413395419777,0,0.0,0.0010992764205059,0.1824908015435358,ES12C1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,0.4401071767734943,0,0
4.986163751979904,2.237408618696485,2.061951073721697,2.2329719550365836,0.7374248446815304,0.0433291557995997,0.076567655958514,0,0.0,0.0008548807282985,0.181788404274511,ES12C1,7,0.0,0.0,0.0,0.0,0.0188026824334591,0.0,0.0,0.0,0.0047006706083647,Normal,0.4314891092856734,0,0
6.194149959398872,2.494508241540844,2.269610184377142,2.488804925943146,0.7488282450043102,0.0395526273907059,0.0784857692130187,0,0.0,0.0006861036837018,0.1815813193946773,ES12C1,8,0.0,0.0,0.0,0.0,0.0614151900573363,0.0,0.0,0.0,0.015353797514334,Normal,0.4385334789435338,0,0
7.553398142092859,2.7553962635984828,2.4739318089465625,2.748344618509996,0.758683658472456,0.03643687038382,0.0804525233169652,0,0.0,0.0005627045015765,0.181167831963227,ES12C1,9,0.0,0.0,0.0,0.0,0.0982431422172626,0.0,0.0,0.0,0.0245607855543156,Normal,0.4328164801387735,0,0
9.069506549534587,3.0200376569704126,2.68186062237733,3.011562144391941,0.7673118567204692,0.0338534943509596,0.0823959220988004,0,0.0,0.0004707572415699,0.1808721899395258,ES12C1,10,0.0,0.0,0.0,0.0,0.1304852062697993,0.0,0.0,0.0,0.0326213015674498,Normal,0.42909724270811767,0,0
