response_efficiency,voltage_ratio,peak_voltage_ratio,rms_voltage_ratio,waveform_correlation,vo_variability,vl_variability,response_delay,response_delay_normalized,residual_energy_ratio,vo_complexity,capacitor_id,cycle,efficiency_degradation_rate,voltage_ratio_deviation,correlation_shift,peak_voltage_ratio_deviation
1.303725668557319,34.63631864621828,1.0779992471207132,1.1418080699300206,0.9988363052647772,1.059816777136643,1.1652050007061177,0,0.0,0.001780491185085038,0.1764615526480463,ES12C1,1,,,,
0.9940567609051962,0.9954047002583255,1.049753869502194,0.9970239520218139,0.5721395708629274,0.09350037891062454,0.0739464968864403,0,0.0,0.005829612953911293,0.18966178780284892,ES12C1,2,0.0,0.0,0.0,0.0
1.5387058909934526,1.2404495992839166,1.2682749365896346,1.2404458436358485,0.6176416417384907,0.07364741814873375,0.0736876511952518,0,0.0,0.0033367121001945167,0.18417316108469237,ES12C1,3,0.0,0.0,0.0,0.0
2.202650084579009,1.4849523406810723,1.4549708452642764,1.4841327718836372,0.6899144761553213,0.062372069532493746,0.07070586338822685,0,0.0,0.0020306743341624613,0.1835002794376149,ES12C1,4,0.0,0.0,0.0,0.0
2.9958350658633752,1.73286479947108,1.657284536110674,1.7308480770603107,0.7086891291102064,0.054260855206234734,0.07268281562098916,0,0.0,0.0014612220867817494,0.18298144895923127,ES12C1,5,0.0,0.0,0.0,0.0
3.9221225902224575,1.9836455357259701,1.8557071631052366,1.9804349497578702,0.7244614465092301,0.04815467747311775,0.07464133954197776,0,0.0,0.0010992764205059581,0.18249080154353584,ES12C1,6,0.0,0.0,0.0,0.0
4.986163751979904,2.2374086186964846,2.061951073721697,2.2329719550365836,0.7374248446815304,0.0433291557995997,0.07656765595851406,0,0.0,0.0008548807282985888,0.18178840427451104,ES12C1,7,0.0,0.0,0.0,0.0
6.194149959398872,2.494508241540844,2.269610184377142,2.488804925943146,0.7488282450043102,0.03955262739070593,0.07848576921301877,0,0.0,0.0006861036837018413,0.18158131939467734,ES12C1,8,0.0,0.0,0.0,0.0
7.553398142092859,2.7553962635984828,2.4739318089465625,2.748344618509996,0.758683658472456,0.03643687038382004,0.08045252331696527,0,0.0,0.0005627045015765325,0.18116783196322703,ES12C1,9,0.0,0.0,0.0,0.0
9.069506549534587,3.0200376569704126,2.68186062237733,3.011562144391941,0.7673118567204692,0.033853494350959634,0.08239592209880041,0,0.0,0.00047075724156996106,0.18087218993952586,ES12C1,10,0.0,0.0,0.0,0.0
10.749869669615594,3.2886978500317903,2.892829093884133,3.2786993868934666,0.7749067246319135,0.03164262972967106,0.08435469114268371,0,0.0,0.0003996212479948767,0.1805039923308704,ES12C1,11,-1.6373372754708515,0.37454618579029253,0.04251360717994168,0.6205105046190196
12.600953238391215,3.561397721626438,3.112821394351556,3.549782139567331,0.7815677173900116,0.02976771074834674,0.08629614108550208,0,0.0,0.0003445286699579054,0.18025185945303707,ES12C1,12,-2.0914759623557995,0.32268335660952085,0.049174599938039854,0.7437462099693483
14.62999517555133,3.8382687774088384,3.324803546033031,3.824917669120648,0.7876610478676058,0.028140497357921564,0.08826512016681004,0,0.0,0.000300354821960367,0.17996759036767326,ES12C1,13,-2.5892743635300266,0.27002723987879196,0.05526793041563405,0.8624947749356724
16.844789974429705,4.11946401033318,3.536157376743911,4.104240486914687,0.792910721194125,0.02671834165503421,0.09028493813618854,0,0.0,0.0002648654790986921,0.17975805999907862,ES12C1,14,-3.1326447540670297,0.21654873896743077,0.0605176037421532,0.9808913658654818
19.25490344040334,4.405274667277294,3.7578292928321404,4.388040957010695,0.7976916829208662,0.025462447487165273,0.0923239805269186,0,0.0,0.00023563932043202577,0.17950479326539692,ES12C1,15,-3.723933976846398,0.16219246372440405,0.06529856546889445,1.1050679614892776
21.861941484297635,4.695069286681678,3.982400866934972,4.6756755110141714,0.8019776272590695,0.02433271885620425,0.09439179562662438,0,0.0,0.00021114843634525746,0.17909900510061316,ES12C1,16,-4.363536020689494,0.10707850728654823,0.06958450980709774,1.2308688930554905
24.679600214717865,4.989579308852014,4.184277288645666,4.967856702313168,0.8057214984061621,0.023359585594465136,0.09651339565817685,0,0.0,0.00019132374136272652,0.17915828899763023,ES12C1,17,-5.054811043334386,0.051067762277656074,0.07332838095419036,1.3439564109834272
27.717898978670124,5.289026066605085,4.378358831584579,5.264779100652763,0.8090540419445684,0.02246965669804986,0.09870039090155616,0,0.0,0.0001743153655559119,0.17898362483422975,ES12C1,18,-5.800217158055667,0.005881865000379775,0.07666092449259665,1.4526773788933875
30.978886978812255,5.592801976926312,4.5836687797876445,5.565868034620679,0.8120356717745921,0.021662035818027843,0.10087352181041546,0,0.0,0.00015974856912922753,0.17885692222528662,ES12C1,19,-6.60025710941868,0.06365482269961048,0.07964255432262035,1.5676882962231549
34.48296215157448,5.902053310468198,4.810554209073053,5.872219525151838,0.8149687138995242,0.02094451539298387,0.10310161969604416,0,0.0,0.00014725310860592254,0.17877421060569876,ES12C1,20,-7.4599352593127755,0.12246911179927389,0.08257559644755241,1.6947854075870128
