capacitor_id,cycle,cycle_normalized,cycle_number,response_efficiency,signal_attenuation,vl_cv,vl_max,vl_mean,vl_median,vl_min,vl_q25,vl_q75,vl_range,vl_std,vl_trend,vo_cv,vo_max,vo_mean,vo_median,vo_min,vo_q25,vo_q75,vo_range,vo_std,vo_trend,voltage_ratio,voltage_ratio_std,is_abnormal,rul
ES12C1,1,-1.7205420368774056,-1.7205420368774056,-0.3815779174911777,0.7276482496798653,16.593095768751954,-0.09463268865992049,-0.02697850351926012,-0.02876142297515679,0.07856074949239594,-0.024569451192661053,-0.03147938595348616,-0.4462495908952643,-0.9390059650533937,0.1840851198091908,0.07542603327284861,-1.506030969330746,-1.488186014809312,-1.4890922500524446,-1.4590133642615386,-1.4855930175924774,-1.4913842920625326,-0.9668027947511351,-1.1118645796666684,-0.02869982234598024,-0.2317823928169429,-0.6726106119169444,0,199
ES12C1,2,-1.697447512892474,-1.697447512892474,-1.0421756283401478,-0.8310662613742478,-0.06717452773545736,1.6868863652677104,1.6491021038111,1.6511014420038357,0.27684333616411577,1.6504256195749671,1.6489556875897715,3.428242135606494,0.7532619494922245,-0.1948570895712552,-0.018573511784271846,-1.087318447165449,-1.101797978714949,-1.1015648103507962,-1.326317645196056,-1.1034007682932216,-1.099927303722051,4.6984863138218085,1.2625359562221699,0.014127493443197308,-0.6740202059422726,-0.683683158320712,0,198
ES12C1,3,-1.6743529889075424,-1.6743529889075424,-2.4746942656080066,-0.7179515868352188,-0.06724377090595843,1.6764882728032355,1.594483979135122,1.5954942874031608,0.2803572087023954,1.5954908410445838,1.5938772093800984,3.3930217971316816,0.21982337202311544,-0.1635502883683248,-0.019662882819402795,-0.9847711355055047,-1.019351877945823,-1.0195562795638917,-1.024822279806893,-1.0203108713686997,-1.0188925684951726,0.7675419001236836,0.8593967573246241,0.12659764250922956,-0.6707988867939084,-0.6822408906224133,0,197
ES12C1,4,-1.6512584649226107,-1.6512584649226107,1.1802275430390197,-1.1394859577459169,-0.06803819775177516,1.6480279402918627,1.5460023169065402,1.5457128772293403,1.6045831862332451,1.5463651265986542,1.5440929195112187,-0.251169301065392,-0.7690724987208797,0.00049364747580643,-0.020281583392121088,-0.9046167682467423,-0.9413488825101427,-0.9417184820605097,-0.9466850589623875,-0.9420417886323247,-0.9411883548840194,0.8094035292359502,0.7343999045935573,0.22255827773273115,-0.6675846947588073,-0.6849770122861004,0,196
ES12C1,5,-1.6281639409376791,-1.6281639409376791,1.219672336171467,-1.0417564987292358,-0.06751167780511612,1.5796118966651747,1.5006178466235964,1.5001686686291391,1.5629191392560462,1.5009386033395202,1.4985475684894505,-0.3080717171348041,-0.79125365243374,-0.017606230889281652,-0.020726661688136628,-0.835021968652796,-0.8664998982723595,-0.8668434818993649,-0.8709616134266703,-0.866816772683149,-0.8666027948567505,0.6899507815513581,0.6292740832872542,0.3089845433667872,-0.6643256791506721,-0.6849689459005377,0,195
ES12C1,6,-1.6050694169527477,-1.6050694169527475,1.2246526584713353,-0.958173302612722,-0.06699006585449829,1.5259746623639066,1.458351311462244,1.4577999147879208,1.5247689648171263,1.4586809562597518,1.4561793828675178,-0.3378767512575315,-0.8103336394932529,-0.040161283935176005,-0.021061719679617074,-0.7672087777479745,-0.7945467679693266,-0.7949186727154699,-0.7991771330447178,-0.794668487389519,-0.794874539990242,0.6131079395909881,0.5395504511607397,0.38398783602449715,-0.6610289576479961,-0.6849582283578072,0,194
ES12C1,7,-1.5819748929678161,-1.581974892967816,1.2628357740552023,-0.8764261240566397,-0.06647703170016975,1.4745269437234185,1.41873205669684,1.4180814506145742,1.4876220914241125,1.4190634970850715,1.4164582914159811,-0.36496996116696545,-0.8305374300132222,-0.05540227590719936,-0.021326505552292443,-0.6999041701021111,-0.7252267889477185,-0.7256277042468416,-0.7296792636053101,-0.7250824450435278,-0.7258713070033185,0.5714065947307226,0.45118063442501627,0.4541921525088037,-0.6576930307155382,-0.6849452518918695,0,193
ES12C1,8,-1.5588803689828845,-1.5588803689828843,1.280903820544771,-0.8221415321322048,-0.06596618228675892,1.4252687407437112,1.3812076975785823,1.3804799562805499,1.4514800649954107,1.3815607910075038,1.3788574848821995,-0.3893555189003552,-0.8507134467981212,-0.0702669215948095,-0.02153373109972289,-0.6357803628385473,-0.6583520821739234,-0.6587183611886198,-0.6628498894821512,-0.6581537118238724,-0.6590617631244633,0.5194977044399999,0.3889868826148476,0.5184557470601698,-0.6543132421894393,-0.6849304757025262,0,192
ES12C1,9,-1.5357858449979527,-1.5357858449979527,1.2597421891279619,-0.7669828818212489,-0.06544237839876388,1.383125199507001,1.3454877521378155,1.3444686357472482,1.418850365186582,1.3456408962864677,1.3433737012893758,-0.40560977603111364,-0.8627612773878296,-0.08806892082443714,-0.021704698819677452,-0.5736924558935879,-0.5936679392474988,-0.5940870163839701,-0.5975449226540223,-0.5933753728957486,-0.5944117947242681,0.4574256036605207,0.33047240031083824,0.5756749539290529,-0.6508836520026002,-0.6849139332930265,0,191
ES12C1,10,-1.512691321013021,-1.512691321013021,1.255316270448755,-0.7243783613917971,-0.06492479471313309,1.3426233736310293,1.311403647007814,1.3100442271196941,1.3862222112961597,1.3118341279293926,1.3089484291670317,-0.4178046409164349,-0.8792310599314936,-0.09976261791744682,-0.021846453747660373,-0.5131310823668888,-0.5310662613534615,-0.5315013051661137,-0.5350352242334123,-0.530652101501062,-0.5318893422460185,0.42040043703673297,0.2815312517939442,0.6299184481236059,-0.6474047206259068,-0.6848959564870802,0,190
